linkId	fromNode	toNode	Time	Electricity
76	431	593	1	1	
76	431	597	3	2	
76	432	431	4	3	
76	432	433	3	2	
76	432	595	2	1	
76	432	599	2	1	
76	433	432	3	1	
76	433	434	3	1	
76	433	616	3	2	
76	433	617	1	1	
76	434	433	3	2	
76	434	435	3	2	
76	434	618	4	3	
76	434	619	1	1	
76	435	434	3	2	
76	435	436	2	2	
76	435	552	2	1	
76	435	554	2	2	
76	436	435	2	2	
76	436	437	3	1	
76	436	496	1	1	
76	437	436	3	2	
76	437	438	4	3	
76	437	554	2	1	
76	437	556	4	2	
76	438	437	4	2	
76	438	439	3	2	
76	438	535	8	4	
76	438	536	2	2	
76	438	540	2	1	
76	439	438	3	1	
76	439	440	3	2	
76	439	614	3	2	
76	439	615	1	1	
76	440	439	3	2	
76	440	441	3	2	
76	440	612	3	2	
76	440	613	1	1	
76	441	426	5	4	
76	441	440	3	2	
76	441	591	2	1	
76	441	596	2	2	
76	442	443	4	2	
76	442	898	7	5	
76	442	899	2	2	
76	442	929	33	23	
76	443	442	4	2	
76	443	444	5	3	
76	443	897	2	1	
76	443	898	4	3	
76	444	443	5	4	
76	444	445	6	4	
76	445	444	6	3	
76	445	446	7	4	
76	445	885	5	3	
76	445	886	2	1	
76	446	445	7	6	
76	446	447	7	5	
76	446	858	2	1	
76	446	859	5	3	
76	447	446	7	5	
76	447	448	5	3	
76	447	848	4	2	
76	447	849	3	2	
76	448	447	5	3	
76	448	449	3	3	
76	448	664	3	2	
76	448	665	1	1	
76	449	448	3	2	
76	449	450	2	2	
76	449	662	3	3	
76	449	663	1	1	
76	450	449	2	1	
76	450	451	2	2	
76	450	453	5	2	
76	450	508	4	2	
76	451	450	2	1	
76	451	452	3	2	
76	451	654	3	2	
76	451	655	2	1	
76	452	451	3	2	
76	452	525	3	2	
76	452	652	3	2	
76	452	654	2	1	
76	453	450	5	4	
76	453	454	10	8	
76	453	650	3	2	
76	453	841	1	1	
76	454	453	10	6	
76	454	455	3	2	
76	454	838	2	2	
76	454	840	2	1	
76	455	454	3	3	
76	455	456	3	2	
76	455	833	3	2	
76	455	835	2	1	
76	456	455	3	3	
76	456	457	4	2	
76	456	834	2	2	
76	456	836	2	1	
76	457	456	4	2	
76	457	458	2	1	
76	457	829	4	2	
76	457	831	1	1	
76	458	457	2	1	
76	458	459	2	1	
76	458	467	6	5	
76	458	468	4	2	
76	459	458	2	1	
76	459	460	6	4	
76	459	832	2	1	
76	459	845	4	2	
76	460	459	6	4	
76	460	461	7	4	
76	460	872	5	2	
76	460	875	2	1	
76	461	460	7	4	
76	461	462	6	4	
76	461	874	3	1	
76	461	877	4	3	
76	462	461	6	5	
76	462	873	4	2	
76	462	876	3	2	
76	462	927	8	5	
76	463	464	5	2	
76	463	928	17	9	
76	464	463	5	2	
76	464	465	8	5	
76	464	883	3	3	
76	464	884	4	3	
76	465	464	8	7	
76	465	466	7	2	
76	465	862	5	4	
76	465	881	2	2	
76	466	465	7	3	
76	466	467	6	3	
76	466	855	3	2	
76	466	862	4	2	
76	467	458	6	4	
76	467	466	6	4	
76	467	845	3	1	
76	467	855	4	3	
76	468	458	4	2	
76	468	469	4	2	
76	468	829	2	2	
76	468	830	2	1	
76	469	468	4	3	
76	469	470	3	3	
76	469	819	1	1	
76	469	824	4	3	
76	470	469	3	2	
76	470	471	5	4	
76	470	817	1	1	
76	470	822	4	2	
76	471	470	5	2	
76	471	472	4	2	
76	471	815	4	2	
76	471	816	1	1	
76	472	471	4	3	
76	472	473	2	1	
76	472	813	2	2	
76	472	815	2	1	
76	473	472	2	1	
76	473	474	3	3	
76	473	475	3	2	
76	473	707	4	3	
76	473	813	1	1	
76	474	473	3	2	
76	474	538	3	2	
76	474	701	1	1	
76	474	706	3	2	
76	475	473	3	2	
76	475	476	2	1	
76	475	706	3	2	
76	475	707	2	1	
76	476	475	2	1	
76	476	477	4	3	
76	476	705	3	2	
76	476	707	2	1	
76	477	476	4	2	
76	477	478	3	2	
76	477	503	1	1	
76	477	504	1	1	
76	478	477	3	2	
76	478	479	4	2	
76	478	633	2	2	
76	478	703	2	1	
76	479	478	4	2	
76	479	480	2	1	
76	479	629	3	2	
76	479	693	1	1	
76	480	479	2	1	
76	480	481	2	1	
76	480	483	2	1	
76	480	484	2	1	
76	480	486	2	1	
76	481	480	2	1	
76	481	482	1	1	
76	481	483	2	1	
76	481	691	3	2	
76	482	481	1	1	
76	483	480	2	1	
76	483	481	2	1	
76	483	539	4	3	
76	483	693	1	1	
76	484	480	2	2	
76	484	485	3	2	
76	484	627	2	2	
76	484	629	2	1	
76	485	484	3	2	
76	485	489	3	2	
76	485	626	2	1	
76	485	628	2	1	
76	486	480	2	2	
76	486	535	1	1	
76	486	627	3	2	
76	486	691	2	1	
76	487	488	3	2	
76	487	535	4	3	
76	487	681	2	2	
76	487	682	2	1	
76	488	405	1	1	
76	488	487	3	2	
76	488	680	3	1	
76	488	682	2	1	
76	489	485	3	2	
76	489	490	1	1	
76	489	630	2	1	
76	489	631	2	1	
76	490	489	1	1	
76	490	491	3	2	
76	490	557	3	2	
76	490	631	2	1	
76	491	490	3	2	
76	491	492	3	1	
76	491	558	3	2	
76	491	559	1	1	
76	492	491	3	2	
76	492	493	1	1	
76	492	561	3	1	
76	492	562	1	1	
76	493	492	1	1	
76	493	494	2	1	
76	493	497	2	1	
76	493	562	1	1	
76	493	564	2	1	
76	494	493	2	1	
76	494	495	3	2	
76	494	561	1	1	
76	494	563	3	2	
76	495	494	3	2	
76	495	496	3	2	
76	495	551	4	3	
76	495	560	1	1	
76	496	436	1	1	
76	496	495	3	2	
76	496	553	2	1	
76	496	556	1	1	
76	497	493	2	1	
76	497	498	1	1	
76	498	497	1	1	
76	498	499	2	1	
76	498	533	2	1	
76	499	498	2	1	
76	499	500	3	2	
76	499	567	2	1	
76	499	569	2	1	
76	500	499	3	2	
76	500	501	4	3	
76	500	566	2	1	
76	500	570	1	1	
76	501	500	4	3	
76	501	502	4	2	
76	501	571	2	1	
76	501	636	2	1	
76	502	501	4	3	
76	502	503	4	3	
76	502	632	2	1	
76	502	634	2	1	
76	503	477	1	1	
76	503	502	4	3	
76	503	504	1	1	
76	503	633	4	2	
76	504	477	1	1	
76	504	503	1	1	
76	504	505	4	2	
76	504	635	1	1	
76	505	504	4	2	
76	505	506	3	2	
76	505	634	2	2	
76	505	639	2	2	
76	506	505	3	2	
76	506	507	4	3	
76	506	639	1	1	
76	506	644	3	2	
76	507	506	4	3	
76	507	508	8	3	
76	507	578	6	2	
76	507	646	1	1	
76	508	450	4	3	
76	508	507	8	6	
76	508	509	2	1	
76	509	508	2	2	
76	509	510	3	3	
76	509	659	2	1	
76	509	667	3	2	
76	510	509	3	2	
76	510	511	1	1	
76	510	658	2	1	
76	510	666	3	2	
76	511	510	1	1	
76	511	512	3	1	
76	511	521	3	2	
76	511	522	5	3	
76	512	511	3	1	
76	512	513	4	3	
76	512	661	2	1	
76	512	670	4	2	
76	513	512	4	2	
76	513	514	5	4	
76	513	902	4	3	
76	513	905	6	3	
76	514	513	5	4	
76	514	515	5	3	
76	514	903	3	2	
76	514	905	7	3	
76	515	514	5	3	
76	515	516	6	2	
76	515	534	2	1	
76	515	544	1	1	
76	515	932	11	6	
76	516	515	6	2	
76	516	517	7	3	
76	516	903	8	6	
76	516	906	2	1	
76	517	516	7	4	
76	517	518	8	5	
76	517	908	2	1	
76	517	909	5	4	
76	518	517	8	4	
76	518	911	4	2	
76	518	912	3	1	
76	518	930	39	26	
76	519	520	1	1	
76	519	521	3	2	
76	519	668	1	1	
76	519	670	4	2	
76	520	519	1	1	
76	521	511	3	2	
76	521	519	3	2	
76	521	666	1	1	
76	521	670	3	2	
76	522	511	5	3	
76	522	523	6	4	
76	523	522	6	5	
76	523	530	3	2	
76	523	545	1	1	
76	524	525	3	3	
76	524	545	4	2	
76	524	578	3	2	
76	524	647	1	1	
76	525	452	3	2	
76	525	524	3	2	
76	525	652	2	1	
76	525	657	3	1	
76	526	527	6	5	
76	526	528	9	5	
76	526	541	1	1	
76	526	546	3	2	
76	527	526	6	4	
76	527	542	1	1	
76	527	543	4	2	
76	527	546	4	1	
76	528	526	9	5	
76	528	529	2	1	
76	528	573	3	1	
76	528	575	2	1	
76	529	528	2	1	
76	529	530	2	1	
76	529	531	2	1	
76	530	523	3	2	
76	530	529	2	2	
76	530	575	3	2	
76	530	577	1	1	
76	531	529	2	1	
76	531	532	2	1	
76	531	573	1	1	
76	531	574	3	2	
76	532	531	2	1	
76	532	533	2	1	
76	532	569	2	1	
76	532	574	2	2	
76	533	498	2	1	
76	533	532	2	1	
76	533	568	2	1	
76	533	569	1	1	
76	534	515	2	1	
76	534	543	3	2	
76	534	933	7	4	
76	535	438	8	4	
76	535	486	1	1	
76	535	487	4	3	
76	536	438	2	1	
76	536	537	3	3	
76	536	615	2	1	
76	537	399	4	4	
76	537	536	3	2	
76	537	608	3	2	
76	537	610	1	1	
76	538	409	2	1	
76	538	474	3	2	
76	538	699	1	1	
76	538	704	4	2	
76	539	409	3	2	
76	539	483	4	3	
76	539	694	2	1	
76	539	704	3	1	
76	540	438	2	2	
76	540	583	1	1	
76	540	622	3	1	
76	541	526	1	1	
76	541	582	3	1	
76	541	902	4	3	
76	542	527	1	1	
76	542	902	3	1	
76	542	903	5	3	
76	543	527	4	2	
76	543	534	3	3	
76	543	903	1	1	
76	544	515	1	1	
76	544	903	4	3	
76	544	904	3	1	
76	545	523	1	1	
76	545	524	4	2	
76	545	577	2	2	
76	545	580	2	1	
76	546	526	3	1	
76	546	527	4	2	
76	547	1	1	1	
76	547	548	2	1	
76	547	549	3	2	
76	547	621	2	1	
76	548	2	1	1	
76	548	547	2	1	
76	548	550	3	2	
76	548	552	3	2	
76	548	618	2	2	
76	549	3	1	1	
76	549	547	3	1	
76	549	550	2	1	
76	549	551	4	2	
76	550	4	1	1	
76	550	548	3	2	
76	550	549	2	2	
76	550	551	3	2	
76	550	552	4	2	
76	550	553	2	2	
76	550	560	3	2	
76	551	5	1	1	
76	551	495	4	2	
76	551	549	4	2	
76	551	550	3	1	
76	551	563	3	2	
76	552	6	1	1	
76	552	435	2	1	
76	552	548	3	1	
76	552	550	4	3	
76	552	553	3	2	
76	552	618	3	1	
76	552	619	4	3	
76	553	7	1	1	
76	553	496	2	1	
76	553	550	2	2	
76	553	552	3	2	
76	553	560	3	2	
76	554	8	1	1	
76	554	435	2	2	
76	554	437	2	1	
76	554	614	4	2	
76	554	619	3	1	
76	554	622	4	3	
76	554	625	2	1	
76	555	9	1	1	
76	555	556	4	3	
76	555	622	4	2	
76	555	624	2	1	
76	555	625	2	1	
76	556	10	1	1	
76	556	437	4	2	
76	556	496	1	1	
76	556	555	4	2	
76	556	557	3	3	
76	556	560	3	2	
76	556	624	4	3	
76	557	11	1	1	
76	557	490	3	2	
76	557	556	3	2	
76	557	558	2	1	
76	557	559	3	2	
76	557	624	5	2	
76	557	630	2	1	
76	558	12	1	1	
76	558	491	3	2	
76	558	557	2	1	
76	558	560	2	2	
76	558	561	3	2	
76	559	13	1	1	
76	559	491	1	1	
76	559	557	3	3	
76	559	562	3	1	
76	559	566	3	2	
76	559	631	4	2	
76	560	14	1	1	
76	560	495	1	1	
76	560	550	3	2	
76	560	553	3	2	
76	560	556	3	2	
76	560	558	2	2	
76	560	561	3	2	
76	561	15	1	1	
76	561	492	3	2	
76	561	494	1	1	
76	561	558	3	2	
76	561	560	3	2	
76	562	16	1	1	
76	562	492	1	1	
76	562	493	1	1	
76	562	559	3	3	
76	562	563	3	1	
76	562	567	2	2	
76	563	17	1	1	
76	563	494	3	2	
76	563	551	3	2	
76	563	562	3	2	
76	563	564	2	1	
76	564	18	1	1	
76	564	493	2	1	
76	564	563	2	1	
76	564	565	2	1	
76	565	19	1	1	
76	565	564	2	1	
76	565	568	2	1	
76	565	569	4	2	
76	566	20	1	1	
76	566	500	2	2	
76	566	559	3	2	
76	566	567	3	2	
76	566	631	3	2	
76	567	21	1	1	
76	567	499	2	1	
76	567	562	2	1	
76	567	566	3	2	
76	568	22	1	1	
76	568	533	2	1	
76	568	565	2	2	
76	568	574	3	1	
76	569	23	1	1	
76	569	499	2	1	
76	569	532	2	1	
76	569	533	1	1	
76	569	565	4	2	
76	569	570	3	2	
76	569	572	4	2	
76	569	573	4	2	
76	570	24	1	1	
76	570	500	1	1	
76	570	569	3	2	
76	570	571	4	2	
76	570	572	3	2	
76	571	25	1	1	
76	571	501	2	1	
76	571	570	4	2	
76	571	572	4	2	
76	571	631	4	2	
76	571	632	4	2	
76	571	634	4	2	
76	571	637	3	2	
76	572	26	1	1	
76	572	569	4	3	
76	572	570	3	1	
76	572	571	4	3	
76	572	573	3	2	
76	572	576	3	2	
76	572	637	4	3	
76	573	27	1	1	
76	573	528	3	1	
76	573	531	1	1	
76	573	569	4	2	
76	573	572	3	2	
76	573	577	3	3	
76	574	28	1	1	
76	574	531	3	2	
76	574	532	2	2	
76	574	568	3	1	
76	574	575	3	2	
76	575	29	1	1	
76	575	528	2	1	
76	575	530	3	2	
76	575	574	3	3	
76	575	580	4	3	
76	575	581	3	2	
76	576	30	1	1	
76	576	572	3	1	
76	576	577	4	2	
76	576	578	4	3	
76	576	637	4	3	
76	576	643	2	1	
76	577	31	1	1	
76	577	530	1	1	
76	577	545	2	2	
76	577	573	3	1	
76	577	576	4	2	
76	577	578	3	2	
76	578	32	1	1	
76	578	507	6	2	
76	578	524	3	2	
76	578	576	4	2	
76	578	577	3	2	
76	578	579	4	2	
76	578	580	4	2	
76	578	643	3	2	
76	578	645	4	3	
76	579	33	1	1	
76	579	578	4	2	
76	579	580	3	1	
76	579	582	4	2	
76	579	647	3	2	
76	579	656	4	2	
76	580	34	1	1	
76	580	545	2	1	
76	580	575	4	2	
76	580	578	4	2	
76	580	579	3	2	
76	580	581	4	2	
76	580	582	4	3	
76	581	35	1	1	
76	581	575	3	2	
76	581	580	4	3	
76	581	582	4	2	
76	582	36	1	1	
76	582	541	3	2	
76	582	579	4	3	
76	582	580	4	2	
76	582	581	4	3	
76	582	660	5	3	
76	583	37	1	1	
76	583	540	1	1	
76	584	38	1	1	
76	584	394	5	3	
76	584	395	4	2	
76	584	586	5	3	
76	584	588	5	3	
76	584	605	6	2	
76	584	710	5	3	
76	584	712	5	4	
76	584	768	6	3	
76	584	808	7	3	
76	585	39	1	1	
76	585	401	2	1	
76	585	586	4	3	
76	585	587	3	3	
76	585	771	4	2	
76	586	40	1	1	
76	586	584	5	4	
76	586	585	4	2	
76	586	588	3	2	
76	586	772	3	2	
76	587	41	1	1	
76	587	400	2	1	
76	587	585	3	3	
76	587	588	3	2	
76	587	592	3	2	
76	587	604	3	2	
76	588	42	1	1	
76	588	397	3	1	
76	588	584	5	4	
76	588	586	3	2	
76	588	587	3	3	
76	589	43	1	1	
76	589	590	3	1	
76	589	591	3	2	
76	589	594	3	2	
76	589	775	4	3	
76	590	44	1	1	
76	590	401	3	2	
76	590	589	3	2	
76	590	592	4	2	
76	590	776	4	2	
76	591	45	1	1	
76	591	441	2	2	
76	591	589	3	3	
76	591	592	4	3	
76	591	608	3	3	
76	591	613	3	2	
76	592	46	1	1	
76	592	587	3	2	
76	592	590	4	2	
76	592	591	4	2	
76	592	608	3	1	
76	592	609	3	2	
76	593	47	1	1	
76	593	429	2	1	
76	593	431	1	1	
76	593	594	3	2	
76	593	595	3	2	
76	594	48	1	1	
76	594	427	1	1	
76	594	589	3	2	
76	594	593	3	2	
76	594	596	3	2	
76	595	49	1	1	
76	595	432	2	1	
76	595	593	3	2	
76	595	596	3	2	
76	595	612	3	3	
76	595	617	3	2	
76	596	50	1	1	
76	596	441	2	1	
76	596	594	3	1	
76	596	595	3	2	
76	596	612	3	2	
76	596	613	3	2	
