42	242	473	371	1
42	243	765	212	1
42	244	268	226	1
42	245	911	155	1
42	246	169	46	1
42	247	865	745	1
42	248	209	572	0
42	249	500	73	1
42	250	866	370	0
42	251	146	226	1
42	252	723	80	1
42	253	167	889	1
42	254	437	157	1
42	255	41	679	1
42	256	245	755	1
42	257	607	474	1
42	258	608	345	1
42	259	161	135	1
42	260	12	931	1
42	261	686	180	1
42	262	775	244	1
42	263	841	300	1
42	264	704	492	1
42	265	180	98	1
42	266	831	842	1
42	267	911	799	1
42	268	853	700	1
42	269	507	570	1
42	270	830	248	1
42	271	92	706	1
42	272	693	352	1
42	273	604	494	1
42	274	559	878	1
42	275	163	692	1
42	276	587	627	1
42	277	297	651	1
42	278	453	371	1
42	279	21	550	1
42	280	216	46	1
42	281	191	258	1
42	282	668	707	1
42	283	228	897	1
42	284	110	143	1
42	285	867	329	1
42	286	255	84	1
42	287	460	503	1
42	288	88	100	1
42	289	577	757	1
42	290	727	620	1
42	291	694	366	1
42	292	336	843	1
42	293	233	258	1
42	294	524	149	1
42	295	626	350	1
42	296	702	357	1
42	297	170	646	1
42	298	263	140	1
42	299	932	9	1
42	300	15	707	1
42	301	598	432	1
42	302	18	281	1
42	303	572	564	1
42	304	167	381	0
42	305	424	592	1
42	306	924	600	1
42	307	393	629	1
42	308	531	611	1
42	309	120	891	1
42	310	23	392	1
42	311	150	157	1
42	312	467	888	1
42	313	422	441	1
42	314	131	497	1
42	315	318	228	1
42	316	426	738	1
42	317	134	49	1
42	318	772	823	1
42	319	712	425	1
42	320	206	807	1
42	321	926	152	1
42	322	347	825	1
42	323	737	570	1
42	324	454	872	1
42	325	585	641	1
42	326	543	788	0
42	327	650	387	1
42	328	439	635	1
42	329	103	779	1
42	330	749	849	1
42	331	259	525	1
42	332	857	712	1
42	333	295	498	1
42	334	932	441	0
42	335	292	383	0
42	336	12	530	1
42	337	116	715	1
42	338	362	152	1
42	339	16	626	1
42	340	384	523	0
42	341	103	928	0
42	342	442	334	1
42	343	367	648	1
42	344	216	581	1
42	345	175	572	1
42	346	448	163	1
42	347	490	698	1
42	348	882	204	1
42	349	510	376	0
42	350	28	547	1
42	351	401	394	1
42	352	687	305	1
42	353	678	136	1
42	354	502	82	1
42	355	212	376	1
42	356	187	16	1
42	357	554	170	1
42	358	153	480	1
42	359	777	681	1
42	360	379	572	1
42	361	285	461	1
42	362	61	257	1
42	363	869	339	1
42	364	710	114	1
42	365	693	618	1
42	366	676	85	1
42	367	312	743	0
42	368	387	595	1
42	369	225	26	1
42	370	186	770	1
42	371	678	519	0
42	372	128	893	1
42	373	146	167	1
42	374	700	283	1
42	375	642	504	1
42	376	79	457	1
42	377	66	706	1
42	378	363	920	0
42	379	162	522	1
42	380	402	686	1
42	381	714	825	1
42	382	718	441	1
42	383	297	324	1
42	384	753	812	1
42	385	262	896	1
42	386	684	355	1
42	387	598	927	0
42	388	668	738	0
42	389	160	9	1
42	390	699	313	1
42	391	380	834	1
42	392	268	212	1
42	393	548	167	1
42	394	915	570	1
42	395	185	686	1
42	396	173	539	1
42	397	812	747	1
42	398	904	301	1
42	399	357	928	0
42	400	829	97	1
42	401	690	451	1
42	402	25	542	1
42	403	138	246	1
42	404	572	726	1
42	405	13	788	1
42	406	322	271	1
42	407	749	595	1
42	408	81	502	1
42	409	44	128	1
42	410	763	623	1
42	411	441	476	1
42	412	160	333	1
42	413	872	245	1
42	414	429	492	1
42	415	224	81	1
42	416	929	511	0
42	417	776	3	1
42	418	280	46	1
42	419	200	81	1
42	420	709	523	1
42	421	649	572	1
42	422	227	512	1
42	423	890	256	1
42	424	264	90	1
42	425	495	169	1
42	426	386	479	0
42	427	411	22	1
42	428	625	548	1
42	429	624	673	1
42	430	547	630	1
42	431	328	541	1
42	432	334	167	1
42	433	302	7	1
42	434	134	539	1
42	435	177	135	1
42	436	576	673	1
42	437	310	382	0
42	438	179	437	1
42	439	687	222	1
42	440	794	433	1
42	441	582	876	1
42	442	216	11	1
42	443	283	558	0
42	444	277	200	1
42	445	764	161	1
42	446	481	664	1
42	447	766	531	1
42	448	9	799	1
42	449	205	738	1
42	450	612	604	1
42	451	355	925	1
42	452	112	196	1
42	453	281	173	1
42	454	476	401	1
42	455	461	681	1
42	456	857	825	1
42	457	511	504	1
42	458	821	217	1
42	459	252	511	1
42	460	545	265	1
42	461	381	682	0
42	462	263	616	1
42	463	57	541	1
42	464	799	260	1
42	465	875	355	1
42	466	769	152	1
42	467	256	646	1
42	468	910	392	1
42	469	572	782	1
42	470	270	427	1
42	471	118	836	1
42	472	815	900	1
42	473	776	640	1
42	474	130	280	1
42	475	530	380	1
42	476	850	367	1
42	477	930	0	0
42	478	271	60	1
42	479	230	38	1
42	480	653	471	1
42	481	329	817	1
42	482	456	253	1
42	483	509	879	1
42	484	364	465	1
42	485	722	575	1
42	486	626	777	1
42	487	476	602	1
42	488	822	899	1
42	489	818	212	1
42	490	171	384	0
42	491	769	530	1
42	492	666	269	1
42	493	881	897	0
42	494	598	553	1
42	495	698	365	1
42	496	859	854	1
42	497	534	272	1
42	498	865	853	1
42	499	736	581	1
42	500	594	757	1
